"Germany",1354
"United States",900
"Brazil",579
"United Kingdom",278
"Switzerland",136
"Canada",78
"Japan",63
"Australia",61
"India",61
"France",58
"Italy",55
"Israel",54
"Netherlands",44
"Spain",43
"Poland",38
"Uganda",34
"Portugal",31
"Belgium",31
"Egypt",23
"Chile",22
"Denmark",22
"Peru",21
"Nigeria",20
"Argentina",15
"Slovenia",14
"South Korea",14
"Mexico",12
"Russia",11
"European Union",11
"Colombia",10
"Singapore",10
"Ethiopia",10
"Norway",10
"Czech Republic",9
"Hungary",9
"Thailand",8
"Ireland",8
"Greece",8
"Romania",7
"Ecuador",7
"Kenya",7
"Sweden",5
"Tanzania",5
"Ukraine",5
"South Africa",5
"Turkey",5
"Finland",4
"Estonia",4
"New Zealand",4
"Austria",4
"Bulgaria",4
"Pakistan",3
"Cyprus",3
"United Arab Emirates",2
"Belarus",2
"Slovakia",2
"Morocco",2
"Indonesia",2
"Taiwan",2
"Malaysia",2
"Uruguay",1
"Brunei",1
"Serbia",1
"Trinidad & Tobago",1
"Hong Kong SAR China",1
"Sri Lanka",1
"Bosnia & Herzegovina",1
"Jordan",1
"Macau SAR China",1
"Algeria",1
"Jamaica",1
"Armenia",1
"Philippines",1
