Date,Visitors
2020-09-01,1
2020-09-02,1
2020-09-03,1
2020-09-04,1
2020-09-05,0
2020-09-06,0
2020-09-07,2
2020-09-08,2
2020-09-09,1
2020-09-10,2
2020-09-11,1
2020-09-12,1
2020-09-13,0
2020-09-14,1
2020-09-15,2
2020-09-16,2
2020-09-17,1
2020-09-18,1
2020-09-19,0
2020-09-20,1
2020-09-21,1
2020-09-22,1
2020-09-23,1
2020-09-24,1
2020-09-25,1
2020-09-26,2
2020-09-27,0
2020-09-28,1
2020-09-29,2
2020-09-30,1
2020-10-01,1
