Date,Visitors
2020-08-01,5
2020-08-02,1
2020-08-03,3
2020-08-04,1
2020-08-05,3
2020-08-06,1
2020-08-07,1
2020-08-08,0
2020-08-09,0
2020-08-10,1
2020-08-11,6
2020-08-12,3
2020-08-13,1
2020-08-14,2
2020-08-15,0
2020-08-16,0
2020-08-17,1
2020-08-18,4
2020-08-19,3
2020-08-20,3
2020-08-21,1
2020-08-22,1
2020-08-23,2
2020-08-24,4
2020-08-25,0
2020-08-26,0
2020-08-27,0
2020-08-28,0
2020-08-29,0
2020-08-30,0
2020-08-31,1
2020-09-01,0
