Date,Visitors
2020-12-01,2
2020-12-02,4
2020-12-03,0
2020-12-04,0
2020-12-05,1
2020-12-06,1
2020-12-07,1
2020-12-08,1
2020-12-09,2
2020-12-10,0
2020-12-11,1
2020-12-12,0
2020-12-13,5
2020-12-14,3
2020-12-15,1
2020-12-16,1
2020-12-17,2
2020-12-18,0
2020-12-19,1
2020-12-20,0
2020-12-21,1
2020-12-22,3
2020-12-23,1
2020-12-24,0
2020-12-25,0
2020-12-26,1
2020-12-27,1
2020-12-28,2
2020-12-29,1
2020-12-30,0
2020-12-31,0
2021-01-01,0
