Date,Visitors
2021-01-01,2
2021-01-02,0
2021-01-03,0
2021-01-04,1
2021-01-05,1
2021-01-06,0
2021-01-07,2
2021-01-08,1
2021-01-09,1
2021-01-10,0
2021-01-11,2
2021-01-12,2
2021-01-13,0
2021-01-14,1
2021-01-15,2
2021-01-16,0
2021-01-17,1
2021-01-18,0
2021-01-19,1
2021-01-20,0
2021-01-21,1
2021-01-22,0
2021-01-23,2
2021-01-24,0
2021-01-25,1
2021-01-26,0
2021-01-27,0
2021-01-28,2
2021-01-29,0
2021-01-30,1
2021-01-31,1
2021-02-01,0
