Date,Visitors
2020-10-01,0
2020-10-02,0
2020-10-03,0
2020-10-04,2
2020-10-05,3
2020-10-06,1
2020-10-07,0
2020-10-08,0
2020-10-09,2
2020-10-10,0
2020-10-11,0
2020-10-12,1
2020-10-13,0
2020-10-14,0
2020-10-15,1
2020-10-16,1
2020-10-17,0
2020-10-18,0
2020-10-19,6
2020-10-20,2
2020-10-21,1
2020-10-22,1
2020-10-23,0
2020-10-24,2
2020-10-25,0
2020-10-26,1
2020-10-27,2
2020-10-28,1
2020-10-29,0
2020-10-30,0
2020-10-31,0
2020-11-01,0
