Date,Visitors
2020-10-01,28
2020-10-02,15
2020-10-03,12
2020-10-04,7
2020-10-05,28
2020-10-06,26
2020-10-07,13
2020-10-08,12
2020-10-09,15
2020-10-10,7
2020-10-11,6
2020-10-12,11
2020-10-13,9
2020-10-14,12
2020-10-15,9
2020-10-16,12
2020-10-17,10
2020-10-18,6
2020-10-19,13
2020-10-20,10
2020-10-21,9
2020-10-22,5
2020-10-23,8
2020-10-24,6
2020-10-25,8
2020-10-26,8
2020-10-27,10
2020-10-28,11
2020-10-29,7
2020-10-30,7
2020-10-31,3
2020-11-01,5
