Date,Visitors
2020-10-01,1
2020-10-02,1
2020-10-03,0
2020-10-04,0
2020-10-05,0
2020-10-06,1
2020-10-07,2
2020-10-08,3
2020-10-09,0
2020-10-10,1
2020-10-11,0
2020-10-12,2
2020-10-13,2
2020-10-14,0
2020-10-15,1
2020-10-16,0
2020-10-17,0
2020-10-18,1
2020-10-19,1
2020-10-20,2
2020-10-21,0
2020-10-22,1
2020-10-23,3
2020-10-24,0
2020-10-25,1
2020-10-26,3
2020-10-27,2
2020-10-28,0
2020-10-29,0
2020-10-30,1
2020-10-31,0
2020-11-01,0
