"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1277633849669947392","https://twitter.com/openneurosci/status/1277633849669947392","@Addgene @ZebraElement Our pleasure! Thanks for using our form system!","2020-06-29 16:03 +0000","54.0","1.0","0.018518518518518517","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1277632417499668480","https://twitter.com/openneurosci/status/1277632417499668480","Addgene AAV Data Hub

helping scientists find the best AAV tool for experiments by reviewing combined data from many labs. 

&gt;100 contrib. experiments in 6 different species &amp; several expression sites.
#OpenScience 
author @addgene

post by @ZebraElement 

https://t.co/WN60lvdVdr","2020-06-29 15:58 +0000","4483.0","56.0","0.01249163506580415","7.0","1.0","13.0","5.0","15.0","0.0","15.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1276931293851369472","https://twitter.com/openneurosci/status/1276931293851369472","Looking to boost up your research project by improving/implementing #openscience best practices? Make sure to take a look here 👇 https://t.co/7EqqpVtAkU","2020-06-27 17:31 +0000","4872.0","21.0","0.004310344827586207","6.0","0.0","7.0","3.0","0.0","1.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1276530661189246976","https://twitter.com/openneurosci/status/1276530661189246976","FishCam a low cost autonomous underwater camera system:

- ON/OFF Scheduling
- record up to 212 hrs over 14 days
- 8MP @ 3280 X 2464
- internal buzzer for recording synchronization
- passive acoustic recorders

Author @XavierMouy et al
post by @NeuroMLA  

https://t.co/izQHd4fIos","2020-06-26 15:00 +0000","464.0","28.0","0.0603448275862069","2.0","0.0","5.0","5.0","14.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1276168272061358080","https://twitter.com/openneurosci/status/1276168272061358080","NeuTube is an OSS for reconstructing neurons from fluorescence images. The framework combines 2D/3D visualization, semi-automated tracing algorithms, and flexible editing...

Author: Ting Zhao

post by @amgfernandes 

https://t.co/7G3C6Vhb2h","2020-06-25 15:00 +0000","404.0","12.0","0.0297029702970297","2.0","0.0","4.0","0.0","3.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1275809657416605696","https://twitter.com/openneurosci/status/1275809657416605696","@scidraw is free repository of HQ drawings of animals, scientific setups, and anything (...) useful for scientific presentations and posters...

#openrepository

authors: @Federico_claudi &amp; @alexharston 
entry by: @NeuroMLA 

https://t.co/ksmsmUdAWo","2020-06-24 15:15 +0000","792.0","29.0","0.036616161616161616","3.0","0.0","6.0","4.0","7.0","0.0","9.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1275448527171268608","https://twitter.com/openneurosci/status/1275448527171268608","Open Source Syringe Pump Controller:

""...  adjusts the acceleration and speed of the motor to deliver three different volumes of fluid reward within one common time epoch...""

author: @laubach_mark lab
Entry by: @NeuroMLA
 
#openhardware #openscience
https://t.co/S8p6qL1h5j","2020-06-23 15:20 +0000","3429.0","170.0","0.04957713619130942","13.0","0.0","36.0","39.0","57.0","1.0","24.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1275069529995923456","https://twitter.com/openneurosci/status/1275069529995923456","Head Mounted Mesoscope:
...""a wide-field miniaturized, head-mounted fluorescence microscope compatible with transparent polymer skulls...""

#openscience, #openhardware

Authors: Biosensing and Biorobotics Lab

Entry by: @NeuroMLA

https://t.co/0qWYGPWpdD","2020-06-22 14:14 +0000","806.0","8.0","0.009925558312655087","3.0","0.0","0.0","0.0","4.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1273635833220870144","https://twitter.com/openneurosci/status/1273635833220870144","Open Source Eye Tracking:

""...This solution is fully open source, easy to build and provides a huge variety of options for makers interested in using this (...) technology...""

#openhardware #openscience

author: John Evans

Entry by @NeuroMLA 

https://t.co/DNW9Ni1AVN","2020-06-18 15:17 +0000","2913.0","85.0","0.029179539993134225","9.0","1.0","11.0","9.0","40.0","1.0","14.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1273260107472629761","https://twitter.com/openneurosci/status/1273260107472629761","Sample Rotator Mixer and Shaker:

""...An open-source 3-D printable laboratory sample rotator mixer (...) in two variants that allow users to opt for the level of functionality...""

author @ProfPearce lab

entry by: @NeuroMLA 

#openscience, #openhardware

https://t.co/VoQlNSXCs7","2020-06-17 14:24 +0000","487.0","16.0","0.03285420944558522","3.0","0.0","3.0","1.0","7.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1272902111626493954","https://twitter.com/openneurosci/status/1272902111626493954","Heuristic Spike Sorting Tuner (HSST):
...a framework to determine optimal parameter selection for a generic spike sorting algorithms...

#spikesorting. #openscience, #opensoftware

authors: David A. Bjanes et al.

entry by: David Bjanes
https://t.co/X5DDXbXalI","2020-06-16 14:41 +0000","673.0","5.0","0.007429420505200594","2.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1272898222608904192","https://twitter.com/openneurosci/status/1272898222608904192","Heuristic Spike Sorting Tuner (HSST):
...a framework to determine optimal parameter selection for a generic spike sorting algorithms...

#spikesorting. #openscience, #opensoftware

authors: David A. Bjanes et al.

entry by: David Bjanes","2020-06-16 14:26 +0000","184.0","1.0","0.005434782608695652","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1272549927588167684","https://twitter.com/openneurosci/status/1272549927588167684","Auto. Operant Conditioning:

""...3D printable device that is able to perform OC on freely moving mice, while performing real-time tracking...""

@OpenBehavior  #openhardware #openscience

Author: Rafaele Mazziotti et al.
Entry by: @NeuroMLA 

https://t.co/mXkWFbFObY","2020-06-15 15:22 +0000","1543.0","73.0","0.047310434219053794","8.0","0.0","14.0","10.0","31.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267455625585405952","https://twitter.com/openneurosci/status/1267455625585405952","Thank you for putting it together! https://t.co/ZyGY38nySC","2020-06-01 13:59 +0000","145.0","1.0","0.006896551724137931","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267455443221217285","https://twitter.com/openneurosci/status/1267455443221217285","Here is another example of the power of #openhardware and #openscience to empower all of us. In the middle of such chaos, this might be a light read if you need to decompress. #AcademicChatter https://t.co/Po3b4t3qMB","2020-06-01 13:58 +0000","974.0","13.0","0.013347022587268994","5.0","0.0","3.0","3.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
