"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1443214424949628936","https://twitter.com/openneurosci/status/1443214424949628936","An hour from now! Join us and @auto_pi_lot to hear about 'Autopilot v0.4.0 - Distributing development of a distributed experimental framework': https://t.co/O5a6OaEtRe
#opensource #neuroscience @worldwideneuro https://t.co/MmKSrsmIuE","2021-09-29 14:01 +0000","1305.0","10.0","0.007662835249042145","2.0","0.0","3.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1442851968196677646","https://twitter.com/openneurosci/status/1442851968196677646","Tomorrow at 15:00 UTC! Tune in to hear about '@auto_pi_lot v0.4.0 - Distributing development of a distributed experimental framework' on our #opensource #neuroscience series @worldwideneuro! https://t.co/qzvPGetLkM","2021-09-28 14:01 +0000","3858.0","89.0","0.023068947641264905","9.0","0.0","7.0","20.0","2.0","0.0","29.0","0.0","0","0","0","0","0","22","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1441491030159855617","https://twitter.com/openneurosci/status/1441491030159855617","Next Wednesday, Sep 29 at 15:00 UTC on our #opensource #neuroscience series via @worldwideneuro we will host @json_dirs on '@auto_pi_lot v0.4.0 - Distributing development of a distributed experimental framework'. Join us here: https://t.co/O5a6OaEtRe https://t.co/UySBXJrTVp","2021-09-24 19:53 +0000","1705.0","39.0","0.02287390029325513","8.0","0.0","12.0","5.0","5.0","0.0","3.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1439697754138320897","https://twitter.com/openneurosci/status/1439697754138320897","@emdupre_ @cassgvp @RemiGau @fmrwhy @kirstie_j @agahkarakuzu @LevitisLiza @sofie_vdbos @shaihanmalik Thanks for the shout-out @emdupre_!","2021-09-19 21:07 +0000","27.0","3.0","0.1111111111111111","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1438140984517439496","https://twitter.com/openneurosci/status/1438140984517439496","An hour from now! Join us for some #opensource #neuroscience and learn about 'Creating and controlling visual environments using @BonVision_' here: https://t.co/uKFn0XKb5j  @worldwideneuro https://t.co/X5Li6fJ6ML","2021-09-15 14:01 +0000","762.0","6.0","0.007874015748031496","2.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1438134701718376463","https://twitter.com/openneurosci/status/1438134701718376463","That awesome day when we get to host cool projects and get demos with NEW features!!! 
Make sure to tune in! #opensource tools for #neuroscience on our @worldwideneuro track! https://t.co/Xw6SrIlvi2 https://t.co/8V8XPIn9Xu","2021-09-15 13:36 +0000","1407.0","12.0","0.008528784648187633","2.0","0.0","4.0","4.0","0.0","0.0","2.0","0.0","0","0","0","0","0","204","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1437778541358223371","https://twitter.com/openneurosci/status/1437778541358223371","'Creating and controlling visual environments using  @BonVision_', an #opensource tool for real-time rendering of closed-loop visual environments based on @bonsai_rx is live tomorrow at 15:00 UTC. Tune in to @worldwideneuro to hear all about it!
https://t.co/uKFn0XKb5j","2021-09-14 14:01 +0000","1340.0","30.0","0.022388059701492536","8.0","0.0","8.0","3.0","6.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1437415967978577922","https://twitter.com/openneurosci/status/1437415967978577922","This Wednesday, Sep 15th at 15:00 UTC, join us for @Aman_sal's talk 'Creating and controlling visual environments using @BonVision_' on our #opensource #neuroscience series via @worldwideneuro. Details: https://t.co/uKFn0XKb5j https://t.co/LQRPYKSup2","2021-09-13 14:00 +0000","8437.0","101.0","0.011971079767689937","7.0","0.0","15.0","13.0","20.0","0.0","25.0","0.0","0","0","0","0","0","21","21","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1437358535285817346","https://twitter.com/openneurosci/status/1437358535285817346","This Wednesday Sept 15th, 15:00 UTC join us on another @worldwideneuro #opensource tool seminar! 
Come listen about @BonVision_ A package to create visual stimuli, #virtualreality and #closedloop applications! works on @bonsai_rx https://t.co/uKFn0XKb5j","2021-09-13 10:12 +0000","1375.0","30.0","0.02181818181818182","9.0","0.0","6.0","7.0","5.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1433508827475988480","https://twitter.com/openneurosci/status/1433508827475988480","Tomorrow! Sept 3rd 15:00 UTC come listen to @tamsioul @DavidTadres talk about PiVR! Follow the thread 👇 from the authors themselves to learn a bit what the project is all about! Information how to join here: https://t.co/7yZyhbAWcw https://t.co/6B5bgjwNXO","2021-09-02 19:15 +0000","1269.0","3.0","0.002364066193853428","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
